LOCATION,DATE_TIME,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
A,5/15/2020 12:30,32.14768473,52.35325513,0.649247629
A,5/15/2020 12:45,32.3914204,50.63123993,0.761243312
A,5/15/2020 13:00,32.62279607,49.61076771,0.416035101
A,5/15/2020 13:15,32.49706447,47.01116133,0.489243946
A,5/15/2020 13:30,32.5246214,46.66986293,0.574561224
A,5/15/2020 13:45,32.67847087,47.51688413,0.560985624
A,5/15/2020 14:00,33.7631854,49.80390433,0.735083463
A,5/15/2020 14:15,34.13076993,55.030613,0.893661491
A,5/15/2020 14:30,34.08138427,54.51913673,0.466788824
A,5/15/2020 14:45,33.69572221,47.61819464,0.542138496
A,5/15/2020 15:00,33.89057607,46.0290812,0.398888543
A,5/15/2020 15:15,34.043744,44.28609193,0.447292149
A,5/15/2020 15:30,34.40285233,46.7442812,0.565196397
A,5/15/2020 15:45,34.43094267,43.9206158,0.346230693
A,5/15/2020 16:00,34.38115033,43.33285333,0.35818237
A,5/15/2020 16:15,34.12625693,41.00743193,0.328896119
A,5/15/2020 16:30,34.35660993,41.28059067,0.344954196
A,5/15/2020 16:45,33.86159653,39.41907593,0.260346758
A,5/15/2020 17:00,33.44331357,36.82670364,0.166812741
A,5/15/2020 17:15,33.30025473,35.8522074,0.173898637
A,5/15/2020 17:30,33.0321222,34.3384004,0.08716189
A,5/15/2020 17:45,32.31187113,31.54853933,0.038403034
A,5/15/2020 18:00,31.13241364,30.225331,0.022544936
A,5/15/2020 18:15,29.24311093,28.6825074,0.009149945
A,5/15/2020 18:30,28.495518,27.28599227,0.001841025
A,5/15/2020 18:45,27.8840638,25.96194653,0
A,5/15/2020 19:00,27.4559754,25.38531307,0
A,5/15/2020 19:15,27.0975484,25.2008464,0
A,5/15/2020 19:30,27.01870113,25.74526773,0.000125383
A,5/15/2020 19:45,23.78723747,22.5114056,0.00010022
A,5/15/2020 20:00,22.66317964,20.29072571,0
A,5/15/2020 20:15,23.41209707,20.73659667,0
A,5/15/2020 20:30,22.30098867,20.37541693,0
A,5/15/2020 20:45,22.0374816,20.31280513,0
A,5/15/2020 21:00,22.16851807,20.6512674,0
A,5/15/2020 21:15,22.1193604,20.6320862,0
A,5/15/2020 21:30,22.22125033,20.75869967,0
A,5/15/2020 21:45,22.23682847,20.91441667,0
A,5/15/2020 22:00,22.22185843,20.89570393,0
A,5/15/2020 22:15,22.14931253,20.73218587,0
A,5/15/2020 22:30,22.10471387,20.82985207,0
A,5/15/2020 22:45,22.05707993,21.07227567,0
A,5/15/2020 23:00,22.23601831,21.24131654,0
A,5/16/2020 2:00,21.68216,20.072144,0
A,5/16/2020 2:15,21.6884114,19.9192038,0
A,5/16/2020 2:30,21.51040853,19.59269193,0
A,5/16/2020 2:45,21.496287,19.6248698,0
A,5/16/2020 3:00,21.6459126,20.06520593,0
A,5/16/2020 3:15,21.6743142,20.11216013,0
A,5/16/2020 3:30,21.73142093,20.351884,0
A,5/16/2020 3:45,21.78016573,20.50589407,0
A,5/16/2020 4:00,21.85855536,20.81391043,0
A,5/16/2020 4:15,21.89991073,20.71264033,0
A,5/16/2020 4:30,21.92704853,20.72603773,0
A,5/16/2020 4:45,22.0286844,20.79640287,0
A,5/16/2020 5:00,21.93278,20.6822592,0
A,5/16/2020 5:15,21.86625167,20.47236933,0
A,5/16/2020 5:30,21.87658507,20.76019287,0
A,5/16/2020 5:45,21.95998927,20.5434348,0.000147169
A,5/16/2020 6:00,21.9232375,20.25681407,0.006205959
A,5/16/2020 6:15,21.8604004,20.4303872,0.023633737
A,5/16/2020 6:30,21.98583367,21.195638,0.049514968
A,5/16/2020 6:45,22.13967073,22.18941033,0.079269643
A,5/16/2020 7:00,22.45271393,23.1112346,0.109037968
A,5/16/2020 7:15,22.6524518,24.24170127,0.138115452
A,5/16/2020 7:30,22.97513853,25.66848753,0.174117525
A,5/16/2020 7:45,23.38855407,27.93747607,0.243642806
A,5/16/2020 8:00,23.8905234,30.79129613,0.298052989
A,5/16/2020 8:15,24.42785433,33.0092104,0.338650411
A,5/16/2020 8:30,25.16689847,36.6061888,0.427548953
A,5/16/2020 8:45,25.75717567,38.89201073,0.470081485
A,5/16/2020 9:00,25.99942227,38.70590013,0.461185769
A,5/16/2020 9:15,26.29700733,39.34378447,0.41958991
A,5/16/2020 9:30,26.59366867,39.87995233,0.420493884
A,5/16/2020 9:45,27.03096947,41.82566533,0.540593679
A,5/16/2020 10:00,27.61135453,46.07265193,0.491453022
A,5/16/2020 10:15,27.93121329,44.468571,0.469728831
A,5/16/2020 10:30,28.2829874,48.962665,0.654436842
A,5/16/2020 10:45,28.78232633,50.154118,0.595521375
A,5/16/2020 11:00,29.1554974,49.15606887,0.575263897
A,5/16/2020 11:15,29.3643758,48.12385467,0.542374875
A,5/16/2020 11:30,29.6892496,46.51825533,0.493430553
A,5/16/2020 11:45,29.8473918,47.0438902,0.62278731
A,5/16/2020 12:00,30.08986207,50.09181933,0.662004302
A,5/16/2020 12:15,30.37689871,48.67528186,0.540425129
A,5/16/2020 12:30,30.8864686,50.44957047,0.76711941
A,5/16/2020 12:45,31.2210448,54.23274553,0.812240641
A,5/16/2020 13:00,31.31397713,52.8518024,0.636164586
A,5/16/2020 13:15,31.66299653,52.0534832,0.733243599
A,5/16/2020 13:30,31.61725667,49.747872,0.583864739
A,5/16/2020 13:45,31.3661072,47.2997298,0.502392484
A,5/16/2020 14:00,31.42362873,46.57489593,0.435684946
A,5/16/2020 14:15,31.98976833,47.82889013,0.595977137
A,5/16/2020 14:30,32.24326421,48.35548621,0.534500986
A,5/16/2020 14:45,32.3501976,46.20359727,0.514964407
A,5/16/2020 15:00,32.43687973,45.77020907,0.503626383
A,5/16/2020 15:15,32.52414947,45.84053753,0.419735824
A,5/16/2020 15:30,32.3280254,43.17009267,0.349962358
A,5/16/2020 15:45,32.10339147,39.81443887,0.261408532
A,5/16/2020 16:00,32.02910173,37.712012,0.227681253
A,5/16/2020 16:15,31.9597596,36.30115747,0.191869824
A,5/16/2020 16:30,31.90710457,35.77269607,0.175596984
A,5/16/2020 16:45,31.88745533,34.78123607,0.150128168
A,5/16/2020 17:00,31.74708247,33.73915807,0.133743208
A,5/16/2020 17:15,31.54080187,32.7458964,0.109053603
A,5/16/2020 17:30,31.30016687,31.59976787,0.079587311
A,5/16/2020 17:45,31.0485982,30.12416173,0.050450764
A,5/16/2020 18:00,30.31168413,28.36227433,0.026212863
A,5/16/2020 18:15,29.54822573,26.94033807,0.008812281
A,5/16/2020 18:30,28.97306333,25.9079486,0.00035945
A,5/16/2020 18:45,28.6859842,25.50321853,0
A,5/16/2020 19:00,28.31019579,25.37907214,0
A,5/16/2020 19:15,27.9578898,25.1996236,0
A,5/16/2020 19:30,27.57085773,25.1651774,0
A,5/16/2020 19:45,27.256431,24.9509702,0
A,5/16/2020 20:00,26.9411986,24.4972452,0
A,5/16/2020 20:15,26.70199373,24.07971407,0
A,5/16/2020 20:30,26.483793,23.82730513,0
A,5/16/2020 20:45,26.31202486,23.62220114,0
A,5/16/2020 21:00,26.0082478,23.32152507,0
A,5/16/2020 21:15,25.61655473,22.952588,0
A,5/16/2020 21:30,25.28644193,22.64899693,0
A,5/16/2020 21:45,25.1239094,22.43270273,0
A,5/16/2020 22:00,25.0534728,22.2860412,0
A,5/16/2020 22:15,24.8400106,22.0829142,0
A,5/16/2020 22:30,24.61206653,21.97715853,0
A,5/16/2020 22:45,24.49298086,22.05269729,0
A,5/16/2020 23:00,24.46162507,22.18635247,0
A,5/16/2020 23:15,24.39256807,22.2029236,0
A,5/16/2020 23:30,24.3780212,22.11262207,0
A,5/16/2020 23:45,24.2493468,21.81421107,0
A,5/17/2020 0:00,24.17016593,21.63149,0
A,5/17/2020 0:15,24.01153147,21.6482788,0
A,5/17/2020 0:30,23.8949484,21.48822633,0
A,5/17/2020 0:45,23.936809,21.51564464,0
A,5/17/2020 1:00,23.87931507,21.53955707,0
A,5/17/2020 1:15,23.75795087,21.39526567,0
A,5/17/2020 1:30,23.73213194,21.87146944,0
A,5/17/2020 1:45,23.72653607,21.64628907,0
A,5/17/2020 2:00,23.5248778,21.33722527,0
A,5/17/2020 2:15,23.45815413,21.35768833,0
A,5/17/2020 2:30,23.3887412,21.38264987,0
A,5/17/2020 2:45,23.26528493,21.25517264,0
A,5/17/2020 3:00,23.3172954,21.50079127,0
A,5/17/2020 3:15,23.2138916,21.4639018,0
A,5/17/2020 3:30,22.9518738,20.87708947,0
A,5/17/2020 3:45,22.941931,20.8091066,0
A,5/17/2020 4:00,22.86391193,20.7552002,0
A,5/17/2020 4:15,22.82215787,20.88553047,0
A,5/17/2020 4:30,22.8671814,21.15483607,0
A,5/17/2020 4:45,22.74696047,21.0750916,0
A,5/17/2020 5:00,22.56799927,20.84764007,0
A,5/17/2020 5:15,22.57251407,20.91312521,0
A,5/17/2020 5:30,22.5491474,21.07022893,0
A,5/17/2020 5:45,22.5879394,21.22639153,0.000333455
A,5/17/2020 6:00,22.69311313,21.41633907,0.004784626
A,5/17/2020 6:15,22.79481627,21.68954673,0.012349708
A,5/17/2020 6:30,22.68567307,21.89033827,0.034180881
A,5/17/2020 6:45,22.94856573,22.59763193,0.067904608
A,5/17/2020 7:00,23.29249893,23.8324564,0.106996056
A,5/17/2020 7:15,23.61099233,25.83404733,0.196433397
A,5/17/2020 7:30,23.90845814,27.4991695,0.221922492
A,5/17/2020 7:45,24.33187667,30.97835493,0.322464755
A,5/17/2020 8:00,25.0617614,34.63271467,0.378702412
A,5/17/2020 8:15,25.64680373,37.81797673,0.383550269
A,5/17/2020 8:30,26.14622593,40.32618213,0.416975347
A,5/17/2020 8:45,27.0309326,44.45619293,0.561811632
A,5/17/2020 9:00,27.683191,48.176432,0.576084459
A,5/17/2020 9:15,27.98594029,45.11740971,0.441706429
A,5/17/2020 9:30,28.59910273,46.90497853,0.626964662
A,5/17/2020 9:45,29.23562,49.9406148,0.772358071
A,5/17/2020 10:00,30.09131267,52.08946933,0.753537445
A,5/17/2020 10:15,30.02618813,48.93250113,0.717545169
A,5/17/2020 10:30,30.15890107,50.7184002,0.685881602
A,5/17/2020 10:45,31.06742553,55.4462772,0.855109075
A,5/17/2020 11:00,31.16485807,55.28936173,0.812389053
A,5/17/2020 11:15,31.53113,60.20856953,0.997903636
A,5/17/2020 11:30,32.31780807,63.14558157,0.97745754
A,5/17/2020 11:45,32.5278644,61.8019916,0.869908956
A,5/17/2020 12:00,32.49596767,56.10107627,0.635450962
A,5/17/2020 12:15,32.98554907,55.0942282,0.783589389
A,5/17/2020 12:30,33.10833713,56.4158632,0.669670513
A,5/17/2020 12:45,33.6491878,56.55667753,0.837124353
A,5/17/2020 13:00,33.88692627,53.80755813,0.422498875
A,5/17/2020 13:15,33.05344033,43.3909484,0.451771234
A,5/17/2020 13:30,33.727413,54.2896504,0.742889743
A,5/17/2020 13:45,34.05229864,52.02791714,0.625084994
A,5/17/2020 14:00,34.48483913,55.32990507,0.697772575
A,5/17/2020 14:15,34.30416453,47.85390453,0.431178431
A,5/17/2020 14:30,34.02411533,44.90596927,0.315089903
A,5/17/2020 14:45,34.14708273,47.63582767,0.659827118
A,5/17/2020 15:00,35.10977173,54.05481967,0.683636201
A,5/17/2020 15:15,35.25248613,49.98867167,0.510241673
A,5/17/2020 15:30,34.98165257,49.41860521,0.590900486
A,5/17/2020 15:45,34.6127872,43.38971593,0.289312882
A,5/17/2020 16:00,34.737508,44.04532647,0.453365883
A,5/17/2020 16:15,31.03193886,39.52693836,0.338433116
A,5/17/2020 16:30,29.56562293,36.2766234,0.291312887
A,5/17/2020 16:45,29.36376953,35.6045024,0.257869254
A,5/17/2020 17:00,28.75074867,32.94330453,0.14100155
A,5/17/2020 17:15,28.2966472,30.6336732,0.117034171
A,5/17/2020 17:30,27.60173907,29.47836743,0.094512842
A,5/17/2020 17:45,26.7289,27.917517,0.061722936
A,5/17/2020 18:00,26.35418707,26.4137554,0.023625548
A,5/17/2020 18:15,26.1361226,25.3737672,0.010367788
A,5/17/2020 18:30,26.14108673,25.04768067,0.00083712
A,5/17/2020 18:45,25.9966144,24.61709587,0
A,5/17/2020 19:00,25.8602378,24.0412028,0
A,5/17/2020 19:15,25.98387433,24.02473347,0
A,5/17/2020 19:30,25.90812167,24.07766727,0
A,5/17/2020 19:45,25.81638657,24.16028707,0
A,5/17/2020 20:00,25.67117727,24.32260127,0
A,5/17/2020 20:15,25.50143227,23.83279847,0
A,5/17/2020 20:30,25.29024047,23.78933507,0
A,5/17/2020 20:45,25.28608,24.1300782,0
A,5/17/2020 21:00,25.3820984,24.566923,0
A,5/17/2020 21:15,22.50401007,21.09329027,0
A,5/17/2020 21:30,21.50778593,20.427958,0
A,5/17/2020 21:45,21.29480636,20.37712093,0
A,5/17/2020 22:00,21.23754673,20.449766,0
A,5/17/2020 22:15,21.26081347,20.511558,0
A,5/17/2020 22:30,21.314433,20.63365873,0
A,5/17/2020 22:45,21.31589153,20.69088327,0
A,5/17/2020 23:00,21.2205322,20.5905884,0
A,5/17/2020 23:15,21.21657507,20.6353922,0
A,5/17/2020 23:30,21.273112,20.63249327,0
A,5/17/2020 23:45,21.20941829,20.56311471,0
A,5/18/2020 0:00,21.1556906,20.59939973,0
A,5/18/2020 0:15,21.0414368,20.47596227,0
A,5/18/2020 0:30,21.14206753,20.531305,0
A,5/18/2020 0:45,21.13725773,20.53331707,0
A,5/18/2020 1:00,21.07079267,20.48064787,0
A,5/18/2020 1:15,20.98966467,20.38562407,0
A,5/18/2020 1:30,20.983842,20.376831,0
A,5/18/2020 1:45,21.02700587,20.3931762,0
A,5/18/2020 2:00,20.96934314,20.333884,0
A,5/18/2020 2:15,21.00723073,20.224764,0
A,5/18/2020 2:30,21.13065793,20.224632,0
A,5/18/2020 2:45,21.2112,20.25803233,0
A,5/18/2020 3:00,21.25834353,20.34683027,0
A,5/18/2020 3:15,21.35109453,20.8456686,0
A,5/18/2020 3:30,21.37037567,21.00739133,0
A,5/18/2020 3:45,21.3891804,20.86159873,0
A,5/18/2020 4:00,21.4589906,20.88282673,0
A,5/18/2020 4:15,21.18773193,20.36523033,0
A,5/18/2020 4:30,21.03696543,19.75568707,0
A,5/18/2020 4:45,20.96152547,19.47753107,0
A,5/18/2020 5:00,21.00024833,19.77851767,0
A,5/18/2020 5:15,21.12766127,20.065865,0
A,5/18/2020 5:30,21.19439307,20.01042267,0
A,5/18/2020 5:45,21.26538713,19.97623313,0.000519966
A,5/18/2020 6:00,21.30836173,20.28832387,0.008594149
A,5/18/2020 6:15,21.43149827,20.859558,0.028366829
A,5/18/2020 6:30,21.61032329,21.56044657,0.053956136
A,5/18/2020 6:45,21.6726298,22.11884373,0.080550228
A,5/18/2020 7:00,21.8345074,23.14069627,0.117545573
A,5/18/2020 7:15,22.19873053,25.31902047,0.187030046
A,5/18/2020 7:30,22.69612427,28.3609558,0.244623029
A,5/18/2020 7:45,23.10963947,29.0602518,0.119259876
A,5/18/2020 8:00,23.23228947,26.9630168,0.082955804
A,5/18/2020 8:15,23.33721907,26.20634773,0.089748178
A,5/18/2020 8:30,23.50864867,26.8290996,0.118092295
A,5/18/2020 8:45,23.5459355,27.599182,0.124644065
A,5/18/2020 9:00,23.7412598,27.86075853,0.115434983
A,5/18/2020 9:15,23.763322,27.50717767,0.110408298
A,5/18/2020 9:30,23.76201373,27.19713127,0.09638069
A,5/18/2020 9:45,23.76213573,26.63055,0.099295162
A,5/18/2020 10:00,23.8746256,26.81340947,0.112813087
A,5/18/2020 10:15,23.838385,27.24008373,0.142246735
A,5/18/2020 10:30,24.00694767,28.83434853,0.20888875
A,5/18/2020 10:45,24.32454136,32.96467593,0.374390925
A,5/18/2020 11:00,24.86980793,37.5372804,0.434904685
A,5/18/2020 11:15,25.1295838,39.55242313,0.484750587
A,5/18/2020 11:30,25.28966667,38.92812507,0.351465055
A,5/18/2020 11:45,25.21516727,37.6112162,0.414883193
A,5/18/2020 12:00,25.70663053,41.3690166,0.562312991
A,5/18/2020 12:15,26.31050207,46.14880593,0.603215169
A,5/18/2020 12:30,26.84059667,45.97044667,0.593243723
A,5/18/2020 12:45,26.93235467,44.0610454,0.551129845
A,5/18/2020 13:00,27.01900433,45.00250027,0.567369825
A,5/18/2020 13:15,27.12312521,43.86432764,0.722826824
A,5/18/2020 13:30,27.371873,49.5876018,0.806846928
A,5/18/2020 13:45,27.86127913,52.84501127,0.97148052
A,5/18/2020 14:00,28.36710007,53.9367392,0.723553221
A,5/18/2020 14:15,27.71798707,42.51535053,0.344136892
A,5/18/2020 14:30,27.39025473,39.45489507,0.453461884
A,5/18/2020 14:45,27.21775093,38.819875,0.438681375
A,5/18/2020 15:00,27.2929586,41.94669767,0.547869178
A,5/18/2020 15:15,27.22515273,42.82454407,0.555787044
A,5/18/2020 15:30,27.56823729,43.82351471,0.52508064
A,5/18/2020 15:45,27.81418253,43.05421947,0.496169466
A,5/18/2020 16:00,27.82351667,40.7451396,0.412797453
A,5/18/2020 16:15,27.47942707,37.63392773,0.299364092
A,5/18/2020 16:30,27.23083093,34.6317082,0.256806571
A,5/18/2020 16:45,27.04886893,32.78221633,0.197191599
A,5/18/2020 17:00,26.624064,30.85439253,0.149280075
A,5/18/2020 17:15,26.43403727,29.21453033,0.110969012
A,5/18/2020 17:30,26.11982736,27.81455536,0.077580451
A,5/18/2020 17:45,25.6725036,26.49233807,0.050966364
A,5/18/2020 18:00,25.25038867,25.3468934,0.030790156
A,5/18/2020 18:15,24.9734254,24.41195067,0.013907364
A,5/18/2020 18:30,24.74629313,23.71588747,0.0019181
A,5/18/2020 18:45,24.62904473,23.3245056,0
A,5/18/2020 19:00,24.54129027,23.18553867,0
A,5/18/2020 19:15,24.49840287,23.09755253,0
A,5/18/2020 19:30,24.46612553,23.02815967,0
A,5/18/2020 19:45,24.412616,22.99632967,0
A,5/18/2020 20:00,24.3377575,22.61223907,0
A,5/18/2020 20:15,24.16977133,21.92688407,0
A,5/18/2020 20:30,24.05134873,21.94336347,0
A,5/18/2020 20:45,23.8982564,21.72869253,0
A,5/18/2020 21:00,23.72655033,21.56317947,0
A,5/18/2020 21:15,23.63282467,21.52640393,0
A,5/18/2020 21:30,23.64455967,21.49699907,0
A,5/18/2020 21:45,23.30395107,21.16139933,0
A,5/18/2020 22:00,23.08884287,20.913444,0
A,5/18/2020 22:15,22.91332114,20.75988114,0
A,5/18/2020 22:30,22.8502136,20.73205367,0
A,5/18/2020 22:45,22.8157798,20.72792367,0
A,5/18/2020 23:00,22.78746947,20.8693136,0
A,5/18/2020 23:15,22.8566712,21.08595573,0
A,5/18/2020 23:30,22.75057587,20.81638587,0
A,5/18/2020 23:45,22.62100427,20.6383708,0
A,5/19/2020 0:00,22.6109822,20.60990593,0
A,5/19/2020 0:15,22.54899814,20.52987657,0
A,5/19/2020 0:30,22.55304973,20.4879678,0
A,5/19/2020 0:45,22.56621713,20.4848938,0
A,5/19/2020 1:00,22.6252198,20.58671073,0
A,5/19/2020 1:15,22.59546307,20.62707733,0
A,5/19/2020 1:30,22.5935506,20.69703187,0
A,5/19/2020 1:45,22.701711,20.7254476,0
A,5/19/2020 2:00,22.759263,20.750472,0
A,5/19/2020 2:15,22.81407379,20.77135579,0
A,5/19/2020 2:30,22.8776184,20.8114706,0
A,5/19/2020 2:45,22.93003147,20.8492228,0
A,5/19/2020 3:00,22.95343633,20.8419148,0
A,5/19/2020 3:15,23.00230913,20.79196993,0
A,5/19/2020 3:30,23.0468344,20.81230067,0
A,5/19/2020 3:45,23.070223,20.8081972,0
A,5/19/2020 4:00,23.08274327,20.7709128,0
A,5/19/2020 4:15,23.19221279,20.85324321,0
A,5/19/2020 4:30,23.21819867,20.8823874,0
A,5/19/2020 4:45,23.2693624,20.983366,0
A,5/19/2020 5:00,23.35167647,21.25187373,0
A,5/19/2020 5:15,23.34258833,21.2198508,0
A,5/19/2020 5:30,23.19291173,20.93427533,0
A,5/19/2020 5:45,23.14720047,21.20465293,0.000318318
A,5/19/2020 6:00,23.2813864,21.91976527,0.004313752
A,5/19/2020 6:15,23.34448021,22.34245743,0.009697122
A,5/19/2020 6:30,23.42726453,22.55323487,0.012650073
A,5/19/2020 6:45,23.5877664,22.9655782,0.046752242
A,5/19/2020 7:00,24.034554,24.97640393,0.172012464
A,5/19/2020 7:15,24.50535293,27.03367107,0.187506619
A,5/19/2020 7:30,24.80741787,29.58163647,0.18865498
A,5/19/2020 7:45,25.04675513,31.10614627,0.235115639
A,5/19/2020 8:00,25.17937227,30.78227753,0.131211553
A,5/19/2020 8:15,25.18879693,30.10746564,0.194091544
A,5/19/2020 8:30,25.61507167,33.97249173,0.2977888
A,5/19/2020 8:45,25.79166053,34.81573467,0.273515047
A,5/19/2020 9:00,26.1215332,36.85808507,0.386892012
A,5/19/2020 9:15,26.49552187,39.63697713,0.424118103
A,5/19/2020 9:30,27.32275993,45.7407144,0.646547489
A,5/19/2020 9:45,27.51964327,46.13010867,0.526110615
A,5/19/2020 10:00,27.60525313,43.14886267,0.492165963
A,5/19/2020 10:15,27.712921,43.05118657,0.592493581
A,5/19/2020 10:30,27.89099327,44.39553447,0.511036221
A,5/19/2020 10:45,27.81567373,43.8632324,0.601559176
A,5/19/2020 11:00,28.1994974,48.01419867,0.813000858
A,5/19/2020 11:15,28.47857053,47.685272,0.499473274
A,5/19/2020 11:30,28.08173375,40.72512413,0.283390025
A,5/19/2020 12:30,29.64466367,49.07784,0.73832813
A,5/19/2020 12:45,29.9514374,51.4083098,0.835832152
A,5/19/2020 13:00,30.1058454,51.84774173,0.701943301
A,5/19/2020 13:15,29.9082072,49.460659,0.547354847
A,5/19/2020 13:30,29.60315553,44.5125144,0.530693649
A,5/19/2020 13:45,29.98547573,48.13686327,0.721258494
A,5/19/2020 14:00,29.9116638,49.1889056,0.644802365
A,5/19/2020 14:15,30.11147636,49.456279,0.682421116
A,5/19/2020 14:30,30.29932047,50.3594666,0.730578768
A,5/19/2020 14:45,30.368632,50.099892,0.702796554
A,5/19/2020 15:00,30.22064013,46.65866707,0.527470392
A,5/19/2020 15:15,30.03545133,43.3170714,0.432471065
A,5/19/2020 15:30,29.78514187,40.8995442,0.450067605
A,5/19/2020 15:45,29.76168613,40.82955953,0.379865905
A,5/19/2020 16:00,29.7693278,40.70181653,0.461575615
A,5/19/2020 16:15,29.91129607,41.1940265,0.390415037
A,5/19/2020 16:30,29.6577312,39.18270073,0.328667841
A,5/19/2020 16:45,29.37371827,36.96112067,0.263936741
A,5/19/2020 17:00,29.09653113,34.4538818,0.189260894
A,5/19/2020 17:15,28.59915553,31.82115473,0.127806749
A,5/19/2020 17:30,28.11065073,29.98121347,0.08722808
A,5/19/2020 17:45,27.6489196,28.5470478,0.037750824
A,5/19/2020 18:00,25.0463766,25.42619827,0.001575294
A,5/19/2020 18:15,23.2004924,22.07221267,0.000328634
A,5/19/2020 18:30,22.54317143,20.73624307,0
A,5/19/2020 18:45,22.47501213,20.73757527,1.60E-05
A,5/19/2020 19:00,22.45028487,20.74547933,0
A,5/19/2020 19:15,22.51024367,20.68572393,0
A,5/19/2020 19:30,22.54768473,20.47412927,0
A,5/19/2020 19:45,22.49002507,20.33348573,0
A,5/19/2020 20:00,22.38878387,20.06214393,0
A,5/19/2020 20:15,22.85917553,20.22864187,0
A,5/19/2020 20:30,23.40488067,20.62076813,0
A,5/19/2020 20:45,23.8672628,21.101176,0
A,5/19/2020 21:00,24.02257421,21.44992936,0
A,5/19/2020 21:15,24.0037862,21.4630168,0
A,5/19/2020 21:30,23.94289547,21.38899133,0
A,5/19/2020 21:45,23.8231872,21.24833567,0
A,5/19/2020 22:00,23.6713298,21.18211053,0
A,5/19/2020 22:15,23.7010498,21.558252,0
A,5/19/2020 22:30,23.56072993,21.31796673,0
A,5/19/2020 22:45,23.3931456,21.10627453,0
A,5/19/2020 23:00,23.23081673,20.72144773,0
A,5/19/2020 23:15,22.91665021,20.36806814,0
A,5/19/2020 23:30,22.7879172,20.3267742,0
A,5/19/2020 23:45,22.63849287,20.2964478,0
A,5/20/2020 0:00,22.46528513,20.11112267,0
A,5/20/2020 0:15,22.2552064,20.1101744,0
A,5/20/2020 0:30,22.21713867,20.21119187,0
A,5/20/2020 0:45,22.22257087,20.01264653,0
A,5/20/2020 1:00,22.19119053,20.03607173,0
A,5/20/2020 1:15,22.18174964,19.99805779,0
A,5/20/2020 1:30,22.11587533,19.7206116,0
A,5/20/2020 1:45,22.15591827,19.79517013,0
A,5/20/2020 2:00,22.17514033,19.72852167,0
A,5/20/2020 2:15,21.9675416,19.43995967,0
A,5/20/2020 2:30,21.9609742,19.38235853,0
A,5/20/2020 2:45,21.9418578,19.3043924,0
A,5/20/2020 3:00,21.921218,19.33031207,0
